transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
788,13-04-2024,1546,Groceries,Amex,Jiancha,44,Female,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",46076,75395
789,11-04-2024,1075,Restaurant,Amex,Escola,46,Male,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",83790,104234
790,05-04-2024,5356,Groceries,MasterCard,Berlín,98,Female,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",59944,53890
791,14-12-2023,1131,Education,Discover,Svetlyy,29,Female,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",93119,98407
792,24-10-2023,8212,Healthcare,Visa,Yuetang,97,Male,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",95160,48646
793,22-02-2024,4867,Travel,Discover,Dumlan,48,Male,Maecenas pulvinar lobortis est.,45371,173575
794,20-05-2024,3553,Healthcare,Discover,Tongzhong,57,Agender,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",95016,33135
795,01-05-2024,4837,Education,MasterCard,Braga,42,Agender,Aliquam non mauris. Morbi non lectus.,49121,158180
796,01-05-2024,3914,Restaurant,Visa,Sim,87,Male,Nullam sit amet turpis elementum ligula vehicula consequat.,60113,42971
797,24-09-2023,8693,Groceries,MasterCard,Carangola,74,Female,Donec dapibus.,95338,108627
798,24-05-2024,3019,Groceries,Discover,Kaišiadorys,85,Female,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,70998,178600
799,11-12-2023,1391,Education,MasterCard,Krzeczów,80,Female,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",95063,97140
800,11-06-2024,1185,Healthcare,Amex,Straszyn,96,Male,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",97047,70650
801,19-03-2024,870,Education,Discover,Leskovec pri Krškem,32,Female,Donec semper sapien a libero. Nam dui.,77097,62880
802,03-10-2023,1639,Restaurant,Amex,Changtu,92,Female,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",70305,179393
803,25-07-2024,1096,Clothing,MasterCard,Police nad Metují,44,Female,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,29967,167471
804,04-12-2023,4784,Travel,Visa,Sancha,95,Male,In hac habitasse platea dictumst.,63075,164042
805,10-02-2024,6729,Clothing,Amex,Kilafors,20,Female,Phasellus in felis. Donec semper sapien a libero.,44134,104397
806,16-08-2024,1597,Travel,MasterCard,Bakan,48,Female,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,51861,171626
807,10-01-2024,1787,Electronics,Discover,Gobō,79,Female,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,52840,24793
808,07-12-2023,1099,Travel,Visa,Penha,80,Male,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",53055,153467
809,25-01-2024,9602,Electronics,MasterCard,Puputan,40,Female,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",14900,28151
810,20-08-2024,7686,Electronics,MasterCard,Okigwi,62,Male,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",16658,125361
811,06-03-2024,3175,Restaurant,Discover,Surovikino,100,Genderfluid,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,85623,143513
812,20-05-2024,6664,Travel,MasterCard,Imeni Zhelyabova,18,Female,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",46150,113923
813,27-04-2024,945,Clothing,Discover,Cileueur,27,Male,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,40763,118259
814,29-06-2024,2878,Restaurant,MasterCard,Ponggeok,83,Male,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",55945,124648
815,12-09-2024,4882,Travel,Amex,Jinping,30,Male,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",89494,117987
816,14-10-2023,2790,Clothing,MasterCard,Jetis,70,Female,Aliquam sit amet diam in magna bibendum imperdiet.,94402,116337
817,24-01-2024,6842,Entertainment,Discover,Gozdowo,97,Female,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",70268,115742
818,17-12-2023,5179,Electronics,Amex,Penggakrajeng,22,Female,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",11044,112467
819,18-01-2024,498,Entertainment,Visa,Guanyinge,86,Male,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",91249,126883
820,07-10-2023,3197,Education,Visa,Aracruz,32,Male,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",30966,107660
821,05-05-2024,3907,Groceries,Discover,Hongkou,87,Female,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",53575,121948
822,26-10-2023,4849,Healthcare,Visa,Jomsom,20,Male,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",96031,41676
823,09-02-2024,9945,Education,MasterCard,Udachny,53,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",85414,109016
824,11-10-2023,7821,Clothing,Visa,Tianzishan,32,Male,Suspendisse ornare consequat lectus.,29390,144327
825,07-01-2024,5402,Travel,Discover,Kotabaru,27,Female,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,77933,44445
826,21-02-2024,9126,Groceries,MasterCard,Briceni,71,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",65331,181782
827,17-05-2024,6968,Entertainment,Discover,Troparëvo,51,Female,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,98048,158537
828,29-03-2024,5380,Groceries,Visa,Cuauhtemoc,82,Female,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",27678,135891
829,15-12-2023,7452,Restaurant,Discover,Diónysos,20,Male,Nullam varius. Nulla facilisi.,49850,177023
830,11-07-2024,7984,Entertainment,Visa,Jialu,55,Male,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",75706,35358
831,04-11-2023,2476,Education,MasterCard,Wanghu,21,Female,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",63518,60134
832,02-08-2024,5405,Restaurant,Amex,Pangtangis Dajah,89,Male,Praesent blandit.,96768,185549
833,26-12-2023,7967,Restaurant,MasterCard,Lijiaping,57,Male,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",30042,23980
834,24-10-2023,1303,Electronics,Amex,Pacucha,56,Male,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,23716,147468
835,09-12-2023,3450,Entertainment,MasterCard,Saguing,43,Male,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,33793,174071
836,04-11-2023,6828,Travel,Visa,Zákupy,89,Female,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,94631,173579
837,13-01-2024,2841,Healthcare,Discover,Mencon,42,Male,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",73405,161673
838,15-10-2023,903,Clothing,MasterCard,Sieroszewice,81,Male,Suspendisse accumsan tortor quis turpis.,21458,124000
839,22-03-2024,9387,Travel,Discover,Boroko,72,Male,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,12174,150899
840,29-07-2024,1991,Restaurant,Visa,Bailu,79,Male,Maecenas rhoncus aliquam lacus.,89525,192757
841,24-08-2024,3113,Clothing,MasterCard,Krueng Luak,66,Male,Nulla mollis molestie lorem.,62047,166156
842,24-11-2023,4272,Restaurant,Discover,Blackfalds,58,Male,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,52351,66862
843,18-12-2023,9634,Electronics,Visa,Bromma,19,Male,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",40083,71320
844,08-07-2024,5165,Clothing,Visa,Covas da Raposa,43,Male,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,39782,72692
845,02-03-2024,1796,Healthcare,Amex,Gaojimiao,62,Bigender,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",38024,192233
846,23-02-2024,9606,Clothing,Amex,Tučepi,40,Male,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",86397,164888
847,04-03-2024,6025,Education,MasterCard,Kangar,32,Female,Etiam faucibus cursus urna.,20008,72313
848,08-11-2023,6379,Restaurant,MasterCard,Regueiro,39,Male,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",97263,22067
849,09-08-2024,507,Healthcare,Amex,Mache,66,Male,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",97125,104604
850,05-07-2024,7973,Entertainment,Discover,Sindangan,99,Genderqueer,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15606,96446
851,07-08-2024,9108,Travel,Discover,Lalagsan,80,Female,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",93262,146786
852,03-11-2023,576,Healthcare,Visa,Zaytā Jammā‘īn,75,Male,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",27950,41203
853,31-05-2024,3822,Groceries,Discover,Duncan,82,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",35157,101905
854,20-06-2024,8027,Travel,Visa,Novovladykino,42,Male,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,95905,61838
855,14-10-2023,5252,Clothing,MasterCard,Grenoble,28,Female,Proin at turpis a pede posuere nonummy. Integer non velit.,88134,150570
856,16-11-2023,3618,Travel,Amex,Manakara,54,Female,Etiam vel augue. Vestibulum rutrum rutrum neque.,42396,61739
857,26-11-2023,4862,Electronics,Discover,Rujewa,73,Female,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",89497,97772
858,05-08-2024,9177,Clothing,Discover,Ban Thaen,29,Female,Integer ac neque.,89399,58338
859,14-12-2023,7267,Education,MasterCard,Karlstad,99,Male,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5971,83719
860,08-06-2024,3791,Groceries,Discover,Bordeaux,73,Male,Suspendisse potenti.,86510,147321
861,22-01-2024,5842,Groceries,Discover,Fuchūchō,46,Male,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,32964,176712
862,02-02-2024,6397,Electronics,Visa,San Pedro,27,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",39706,80243
863,22-11-2023,3014,Clothing,MasterCard,La Condamine,96,Male,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",97017,160403
864,23-10-2023,2495,Healthcare,MasterCard,Oranmore,55,Male,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",88631,118651
865,15-04-2024,9405,Healthcare,Visa,Balibagan Oeste,33,Female,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,67195,163697
866,09-10-2023,8094,Groceries,Discover,Jabon,57,Male,Nunc rhoncus dui vel sem.,61449,87808
867,06-08-2024,4636,Entertainment,Visa,Oxelösund,62,Male,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",22566,121603
868,04-04-2024,6511,Education,Discover,Loughrea,70,Bigender,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",82106,79074
869,06-02-2024,1434,Electronics,Visa,Montpellier,25,Female,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",15821,31792
870,11-08-2024,6455,Healthcare,MasterCard,Vuhlehirs’k,100,Female,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,56692,156877
871,08-06-2024,3400,Healthcare,Visa,Delong,54,Female,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,69936,142462
872,02-08-2024,6429,Travel,Visa,Guaíra,63,Female,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",93533,140415
873,16-03-2024,9824,Travel,Amex,Zbýšov,94,Female,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",90263,82695
874,27-12-2023,8415,Healthcare,Amex,Zephyrhills,91,Bigender,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,36013,112511
875,23-07-2024,7321,Education,Amex,Heyin,84,Non-binary,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2199,165041
876,11-01-2024,2358,Travel,MasterCard,Cañete,80,Male,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",34529,166257
877,05-05-2024,7764,Groceries,Discover,Sāqayn,64,Male,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,65451,80536
878,11-02-2024,706,Restaurant,Visa,Selydove,63,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",66367,160708
879,18-11-2023,4608,Restaurant,Visa,Paris 13,37,Bigender,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",36012,137194
880,11-01-2024,8833,Electronics,Visa,Varginha,26,Polygender,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",10088,55922
881,10-08-2024,1462,Electronics,Visa,Maputsoe,92,Male,Proin eu mi.,95443,59554
882,23-01-2024,9122,Education,MasterCard,Leeuwarden,52,Male,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",13373,82431
883,19-11-2023,3977,Entertainment,MasterCard,Malinovskiy,91,Female,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",15253,46763
884,03-06-2024,7613,Entertainment,Visa,Bumirejo,41,Male,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,13798,38708
885,02-05-2024,1259,Restaurant,Visa,Toulouse,57,Female,Morbi a ipsum.,20297,25473
886,11-10-2023,7366,Clothing,Discover,Decatur,20,Male,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,87426,102590
887,23-11-2023,985,Groceries,Amex,Al ‘Ashshah,83,Female,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",62352,110037
888,11-08-2024,2571,Restaurant,Amex,Cavadas,38,Male,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,17534,121975
889,29-03-2024,9754,Entertainment,Amex,Luotuo,26,Female,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",46333,26171
890,04-11-2023,2732,Electronics,MasterCard,Medina,22,Male,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,71241,133689
891,10-12-2023,8691,Entertainment,Amex,Yasothon,28,Male,Nulla justo.,62049,144311
892,22-08-2024,2318,Electronics,Discover,Pacucha,47,Male,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",92914,130168
893,17-10-2023,4951,Groceries,Discover,Muheza,35,Female,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",88725,152236
894,06-01-2024,6479,Healthcare,MasterCard,Sembakung,50,Male,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",6669,37336
895,26-07-2024,3368,Clothing,Visa,Bolo,57,Non-binary,Vivamus vestibulum sagittis sapien.,15868,89857
896,20-08-2024,3290,Electronics,Visa,Tunguang,96,Male,In hac habitasse platea dictumst.,59950,199816
897,10-09-2024,464,Clothing,Amex,Pittsburgh,89,Agender,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",64291,102058
898,15-01-2024,3778,Restaurant,MasterCard,El Colorado,75,Male,Donec vitae nisi.,56875,168742
899,26-01-2024,8818,Restaurant,Visa,San Diego,78,Female,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,74615,94365
900,14-02-2024,7021,Groceries,Visa,Yuncheng,24,Male,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",65162,76468
901,16-01-2024,4674,Groceries,MasterCard,Parung,90,Female,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,65440,157030
902,22-05-2024,1731,Healthcare,MasterCard,Coaticook,72,Female,Proin eu mi. Nulla ac enim.,5885,24053
903,06-10-2023,9109,Travel,Amex,Gang,78,Male,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,12002,68137
904,18-11-2023,5997,Entertainment,Visa,San Vicente Centenario,89,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",54603,143417
905,07-08-2024,3622,Restaurant,MasterCard,Lakkha Nëvre,28,Male,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",30656,92401
906,21-03-2024,3519,Restaurant,MasterCard,Maogou,82,Agender,Nam nulla.,23106,157994
907,13-11-2023,6669,Clothing,Discover,El Rosario,62,Female,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",43523,57100
908,25-12-2023,9553,Clothing,Discover,Heishui,80,Male,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,14230,166131
909,28-01-2024,156,Electronics,Amex,Owczarnia,56,Female,Vivamus tortor. Duis mattis egestas metus.,29284,197135
910,21-09-2023,4203,Travel,Amex,Wuyang,33,Female,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",35647,45325
911,29-04-2024,4838,Clothing,MasterCard,Dalamdesa Kalapadua,79,Female,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",81692,174824
912,07-10-2023,3665,Travel,Visa,Jacobina,35,Female,Duis mattis egestas metus. Aenean fermentum.,33930,194851
913,21-06-2024,2792,Travel,Discover,Iecava,54,Male,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",75350,123754
914,08-04-2024,3621,Healthcare,Discover,Amapala,64,Male,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,61032,44908
915,21-10-2023,6520,Travel,Visa,Chacabuco,59,Female,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",78293,22764
916,06-05-2024,5919,Clothing,MasterCard,Bogor,33,Female,Sed ante. Vivamus tortor.,14559,86564
917,11-04-2024,6918,Clothing,Discover,Kitcharao,82,Male,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",36069,145693
918,29-12-2023,5638,Clothing,Amex,Recife,48,Genderfluid,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,57799,99776
919,24-08-2024,4465,Entertainment,MasterCard,Artimet,45,Female,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,24043,159443
920,20-07-2024,1102,Clothing,Amex,Solnechnyy,53,Male,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",24502,141828
921,13-03-2024,9163,Clothing,Amex,Xinxu,99,Male,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,2894,113032
922,17-04-2024,329,Electronics,MasterCard,Reserva,99,Female,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,37184,118738
923,11-01-2024,8917,Restaurant,Discover,Līkak,95,Female,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",94593,195199
924,12-09-2024,9734,Education,MasterCard,Dulyapino,67,Female,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,84298,99691
925,15-03-2024,5625,Restaurant,Visa,Dalupirip,32,Polygender,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",91126,22618
926,23-07-2024,4246,Electronics,MasterCard,Bogale,92,Female,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",8195,143263
927,07-02-2024,9958,Entertainment,Discover,Casais Brancos,78,Genderfluid,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",25168,81130
928,15-03-2024,8480,Entertainment,MasterCard,Kibondo,71,Female,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11621,76990
929,16-11-2023,3916,Electronics,Visa,Ejigbo,49,Genderfluid,Proin risus. Praesent lectus.,15885,47844
930,03-10-2023,1201,Travel,Amex,Garhi Khairo,59,Female,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",65070,39134
931,11-11-2023,6909,Electronics,MasterCard,Cariamanga,55,Male,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",23129,187548
932,28-09-2023,7432,Electronics,Discover,Sacramento,68,Male,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",27965,169963
933,29-04-2024,9702,Groceries,MasterCard,Galapa,22,Male,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1139,58988
934,03-06-2024,24,Restaurant,Visa,Maoya,66,Male,Nunc purus.,92122,170383
935,07-09-2024,45,Restaurant,Visa,Bangko,48,Male,Etiam vel augue.,51160,189802
936,15-01-2024,4527,Education,Discover,Batibati,48,Female,Nullam molestie nibh in lectus. Pellentesque at nulla.,82291,186567
